User,Gender,Handedness,Feature1_1,Feature1_2,Feature1_3,Feature1_4,Feature1_5,Feature1_6,Feature1_7,Feature1_8,Feature1_9,Feature1_10,Feature1_11,Feature1_12,Feature1_13,Feature1_14,Feature1_15,Feature1_16,Feature1_17,Feature1_18,Feature1_19,Feature1_20,Feature1_21,Feature1_22,Feature1_23,Feature1_24,Feature1_25,Feature1_26,Feature1_27,Feature1_28,Feature1_29,Feature1_30,Feature1_31,Feature1_32,Feature1_33,Feature1_34,Feature1_35,Feature1_36,Feature1_37,Feature1_38,Feature1_39,Feature1_40,Feature1_41,Feature1_42,Feature1_43,Feature1_44,Feature1_45,Feature1_46,Feature1_47,Feature1_48,Feature1_49,Feature1_50,Feature1_51,Feature1_52,Feature1_53Feature2_1,Feature2_2,Feature2_3,Feature2_4,Feature2_5,Feature2_6,Feature2_7,Feature2_8,Feature2_9,Feature2_10,Feature2_11,Feature2_12,Feature2_13,Feature2_14,Feature2_15,Feature2_16,Feature2_17,Feature2_18,Feature2_19,Feature2_20,Feature2_21,Feature2_22,Feature2_23,Feature2_24,Feature2_25,Feature2_26,Feature2_27,Feature2_28,Feature2_29,Feature2_30,Feature2_31,Feature2_32,Feature2_33,Feature2_34,Feature2_35,Feature2_36,Feature2_37,Feature2_38,Feature2_39,Feature2_40,Feature2_41,Feature2_42,Feature2_43,Feature2_44,Feature2_45,Feature2_46,Feature2_47,Feature2_48,Feature2_49,Feature2_50,Feature2_51,Feature2_52,Feature2_53Feature3_1,Feature3_2,Feature3_3,Feature3_4,Feature3_5,Feature3_6,Feature3_7,Feature3_8,Feature3_9,Feature3_10,Feature3_11,Feature3_12,Feature3_13,Feature3_14,Feature3_15,Feature3_16,Feature3_17,Feature3_18,Feature3_19,Feature3_20,Feature3_21,Feature3_22,Feature3_23,Feature3_24,Feature3_25,Feature3_26,Feature3_27,Feature3_28,Feature3_29,Feature3_30,Feature3_31,Feature3_32,Feature3_33,Feature3_34,Feature3_35,Feature3_36,Feature3_37,Feature3_38,Feature3_39,Feature3_40,Feature3_41,Feature3_42,Feature3_43,Feature3_44,Feature3_45,Feature3_46,Feature3_47,Feature3_48,Feature3_49,Feature3_50,Feature3_51,Feature3_52,Feature3_53Feature4_1,Feature4_2,Feature4_3,Feature4_4,Feature4_5,Feature4_6,Feature4_7,Feature4_8,Feature4_9,Feature4_10,Feature4_11,Feature4_12,Feature4_13,Feature4_14,Feature4_15,Feature4_16,Feature4_17,Feature4_18,Feature4_19,Feature4_20,Feature4_21,Feature4_22,Feature4_23,Feature4_24,Feature4_25,Feature4_26,Feature4_27,Feature4_28,Feature4_29,Feature4_30,Feature4_31,Feature4_32,Feature4_33,Feature4_34,Feature4_35,Feature4_36,Feature4_37,Feature4_38,Feature4_39,Feature4_40,Feature4_41,Feature4_42,Feature4_43,Feature4_44,Feature4_45,Feature4_46,Feature4_47,Feature4_48,Feature4_49,Feature4_50,Feature4_51,Feature4_52,Feature4_53
alexis,male,right,19687598,21914760,25293956,19250582,19899408,20618907,18380676,11521431,18859810,16511345,20595000,16872438,17678403,26265435,28589418,12120690,19798708,26382922,24536465,17156216,104062650,24751886,13234430,18687065,17783376,13836773,22222681,25356326,24246884,14648585,41218429,32527379,32837596,17572907,15758298,19194535,10304613,18693600,18688525,12424021,15255752,9587339,18698914,13234181,22728524,16167032,15959488,20205894,27376895,12840658,12418146,19901705,16465169,185662728,15253166,25251108,23310152,20946896,17155536,25362098,16162016,9708096,20499169,15756429,23747019,16260920,14749675,26869775,28961826,14172826,15255465,34349122,18082687,17170995,105048283,24327401,11649049,21216970,18857136,10201834,23771716,24352623,24745420,15557574,42316850,25971834,40076160,17490905,14126969,17207194,10812630,17675963,20711230,14042826,12635971,11622450,19249110,11114439,20742580,19396232,14735827,22205390,25358483,12177683,13109895,20487065,13861578,9991929,16653523,16696372,12636802,11589314,15052685,8071264,3430679,12582393,8594569,13433140,6558558,7976041,19491802,21211445,4370309,9996192,21123649,11310992,10384522,97276178,16979781,5886810,12924826,9491232,4470868,16491715,18076326,17970587,7873752,33534607,23745136,30610898,8107645,6375039,11442604,4540024,12420994,13433555,5146346,6359273,3310640,10387104,4372175,15986260,11410712,7973967,13444034,18615538,6097713,6338175,13129986,9108090,9695669,5261237,8597584,6613780,8310093,5566221,10309412,8090752,6277416,7916776,7161859,10313879,9702361,6773633,7377973,7750380,9802516,5259273,13225472,6771694,6786472,7772104,7347619,5762239,8292144,9365904,5730965,7280000,6276297,6774832,7683821,8782242,2226698,9465261,9383259,7751930,5764589,6272606,5254969,7277674,8896479,6276698,8311809,8862005,6742264,4756320,7985520,6761860,8761356,6742945,6079970,6771719,7357079,4753487
alexis,male,right,17144656,25894036,25255232,12310825,17387724,15152826,17362981,7378696,17282183,14748678,13604821,11732091,12449121,20804680,44741405,10524869,22020790,33544995,17158346,13744992,22331470,165096983,34213072,19597325,14228841,9823301,19993213,26139673,21944825,11415174,57680219,25768015,20507830,12122732,16262950,19297884,10607543,14649304,21315077,10892231,18430252,19679408,15146625,7980669,17280195,17375583,23435177,23424954,34258921,12123887,13336193,12728446,15155135,107576726,16699814,25357684,24748679,10505357,19182793,17153343,17713177,5152895,18183572,13228922,15264947,11800482,12207069,19295041,46100663,12115805,20708160,36472162,14141572,12723743,24520901,164795660,32836588,20100496,14733359,9096220,21838648,24004377,19525007,13807291,59739856,23201757,22056450,14142198,14719821,18819684,8083062,16692892,21600695,12207429,17152724,19832086,14631509,8124128,16141019,20591009,21508971,23026203,32869758,14014511,12030184,13661124,14633894,8884243,18078465,17976013,5538159,12420526,8390559,8600197,15978894,10395005,6960111,7336010,3803153,4451792,13049403,38495767,2919973,12824958,25661792,6347977,5951397,15559124,156135206,25552618,12313355,6441701,1531643,12428636,16729660,14670109,6560275,50433203,16461362,13767435,3833717,5954469,10532532,2320391,8886633,13508818,2800354,9023177,11549861,6864400,213560,9369627,10604191,13448360,15364343,26597060,5851190,5172871,5871134,7365144,8260413,7815571,7279219,6772665,4967197,6762266,8762783,1734282,6887178,7788567,6268811,7928937,7997328,7755276,6245637,7604896,9195832,7883202,10810369,7793595,6772346,8961776,8660454,7283969,7787140,8291658,7564576,9410012,7274716,4854898,7247016,9306653,6740394,8289015,10308481,8765352,8287151,5762670,7806259,8091876,9407075,8129547,8282225,7767108,7910567,6771391,9986817,8060611,7661860,6272697,8163321,6857312,7789990,7268749
alexis,male,right,17375733,20701180,18800042,11113384,19297525,14453358,29914834,26214843,22280150,25317119,17623870,15030654,12758688,108946059,21557537,13022100,19802447,24636220,21528276,18792020,27783136,70200097,70519591,21215189,24448284,18186331,25038628,18820522,24227366,13235042,31317969,16939234,18316258,13738426,18784321,20209805,13137630,17472020,19698856,13705968,14464667,16480724,20678208,15084851,23233344,14144039,17963804,23179380,48767874,18789587,19922932,14146104,22270667,124541439,15163349,23755221,17770964,11119064,19294649,21505890,24761713,22827407,24759164,24050686,19797657,13137782,14147217,108701583,20805985,14143041,17982118,31326769,16252766,16974415,28973697,68720983,72024184,22321325,24349699,17180542,26038391,17704942,23329704,14250150,26844110,21520972,18704970,17375026,16165193,19197617,11715328,16867847,21708214,15855879,12662988,17153541,19809520,13435330,23227533,17749956,16473903,22459223,46866373,18860631,20540553,15359676,20501257,10419444,15957275,11002096,4344516,12522977,7681686,16090631,17543760,16996503,17554457,11127641,6360639,5981545,100780387,13636341,5852457,11511863,18165966,8367472,10906726,21715447,62941847,64740454,13931459,16058418,9895051,17753137,10535268,17057692,6963030,24030849,14125973,10921259,5954715,7364009,11408621,5348634,11105326,13936335,5934089,4542876,8360612,11885279,7160610,16958624,7875131,8088978,14794456,41103108,13026321,14088622,7694173,14605165,6956289,4743905,7797946,6768868,6774548,6771671,13824203,8671082,5283646,7762661,6496228,8670015,6777142,8165671,7921196,7169643,8290584,6470254,13160803,7885293,6067688,7258250,5779136,7283729,8389865,8291280,7285491,8285253,7169673,6272012,7287120,2813261,7394999,7783711,11420311,8801184,7788995,6366693,5762521,7771879,9921790,8120112,8792928,7924240,6274719,6268908,9874825,8384924,7664766,5763265,5834310,6451930,7665502,5896092
alexis,male,right,21031384,24251620,27166937,13706126,18721900,19376466,31533995,13607069,20305540,13863837,14456565,12626606,19988233,36892347,66556325,11728967,24347102,29393659,16786984,16971327,46454881,168191300,12424802,18183886,13732456,12251306,21596345,18097759,21215610,15002126,24569006,17588552,17271893,12802219,19211033,19200997,15860479,16667584,22398300,15888672,15253392,12117893,15756294,10105169,14149406,17274799,19607673,24105781,28409488,12635236,15155321,17576880,21214384,117584540,16163126,25657798,27770818,11728548,20202662,19676874,31238907,12124046,20302231,14648220,16164494,11717270,18875143,37466933,67408206,10309219,24915184,33367181,14749647,16873769,44043662,171525077,9099505,20770119,14171827,11113209,25941768,14265429,19203125,14628718,24866915,17773693,18466928,16148253,17205255,17781032,14741858,17684948,21998723,17808951,13222443,10608175,18278332,9609645,13633705,18469610,18201865,24335875,28915322,14631542,12298111,17392243,22231707,10399486,18487980,19997119,5932427,12925778,12099583,23956705,6324866,14506361,8067966,7876312,4338423,12609386,30626589,59715982,4036744,18074627,22553102,5972906,8194585,37775697,161923335,2823060,11907441,4869778,2949257,13432392,5588383,12538564,8337565,18277853,10999489,10497689,4832979,7895759,9891501,7970948,9896674,14610026,8499975,5944416,4839866,9987985,1814822,6354583,9995676,11133739,17037655,21111267,4831182,5354961,10633730,14455871,10631897,5763639,7169818,7773699,5796121,7276883,7577290,7282202,5799179,5795870,6580253,8288182,7378847,6265757,6840343,7692223,6272475,6840557,10814078,8776741,8679183,6267965,9601742,6276445,8862678,9302049,8163952,12509375,8677045,6664560,6291152,6589062,6774203,7969239,11315274,9309495,7889530,6770909,7788273,7388696,9308976,7278027,5768309,8290347,7794822,7279122,8473933,7068126,7298220,7804054,9800360,6943149,6758513,7775835
alexis,male,right,17955551,19418874,16655627,22165124,17662557,14761890,22092857,11110373,17575542,9838803,17025436,17351169,14679090,28791634,69700729,11912442,30273504,36094243,12727734,13736696,20205270,36769735,13625623,18701917,16260146,12728240,20709825,18174734,26071965,13736195,22854666,20181229,13939335,10817741,14000888,17708931,13738704,17780216,20997443,14191145,21682892,15150430,18973504,12948994,16794464,17889629,18137282,23343044,27885254,54312962,17708684,17957809,16488198,195353866,16162030,21321206,16356307,22223684,17796818,17152359,20205158,9192285,17070481,10597367,18207329,16854622,14130111,29986523,69015153,16269900,24512524,35994890,15249228,12224553,20710992,36765270,12627723,20801094,15674066,12221111,21011826,19157088,23266146,16258246,20715457,21497470,14261563,11603208,13756222,18753696,11139335,17786820,21995556,16150707,16185185,18281370,19205811,10607680,17841991,18829936,18181575,21810209,28392544,55359309,16260235,18709056,17150139,9668283,12925127,8259547,14068364,9507238,6472310,11412807,2318022,10701279,3469601,9897670,9041510,6865979,21527501,61241707,4138996,18142600,29724319,6457163,4944632,12925348,28984092,5844445,11918639,7377691,4431866,12920580,10083488,16998365,7468414,14064833,13530605,5972471,2528649,4926328,8879037,3864046,10504927,13715549,5911138,11443323,10408568,11100701,4843884,11030668,11078306,10385652,15547120,21622165,47542583,9891958,11589533,9368675,8287268,6493747,8396079,8096759,8155319,8289580,10680049,8792350,6874263,6369201,7127765,8309658,7813111,7264132,8459021,7773446,12130903,6369924,6270570,8792064,7279921,7785643,7781178,6783277,8882455,8296374,7789244,8091245,9073600,6267781,8789832,6650623,7966864,8289092,9074559,8829894,9874658,7275289,7281893,8280006,10239569,4741862,7872802,8105110,5763796,6811323,7751630,7795923,6263089,6770378,7816725,6368276,7119523,7781464
alexis,male,right,17690166,22947440,20572541,14650186,18673407,14963130,16657163,8086783,18309021,14844925,14137994,14939137,15555218,72839245,26563150,11110833,24345893,26766939,15220451,12565700,17774376,63741782,12802920,19920812,12233253,8880744,17848735,20740176,21721679,8518116,104177330,29420760,17359985,10016079,14146494,17680876,10447432,18733632,20843952,16141051,18180947,15152362,18484865,10201361,30781350,20328739,17177186,22828823,37063199,20919136,15153001,18685989,18991005,82833437,15649995,19293833,25283449,14495395,19105627,15669104,16631483,5156569,20747312,12124176,18376129,12838690,15651098,72426282,25465471,14641996,19288932,32826844,11313809,11417506,20581626,62451252,12292585,20407166,13147565,6580179,18782674,20713694,20304605,11821410,104435945,26778609,17276386,11616830,14142226,19633315,6937779,17774681,22740975,16243356,15670515,17670524,16545469,12126915,28803939,22825463,15179656,22779085,36592747,21893094,12660004,21207549,18489419,8391944,15689389,16968098,6334834,10512846,6370349,7358409,15445193,11966161,6063773,8077591,4640599,7357128,64545275,18682143,4327505,14031402,21509409,3903016,5154906,11511775,54671931,5023600,12651827,4477914,211093,11479648,13437149,14445135,2658646,95014566,19999380,10580757,3320449,5850114,9388764,202880,11998733,15068003,8468079,10405671,9887517,10701858,4357750,23012186,14536986,8888709,16537876,30821990,15148379,8408286,14434271,12217727,9298221,7258051,3604443,8315351,8160560,8592781,9298754,1186290,6342860,8781151,6060402,10298537,8198090,8293970,7881006,6783327,10314490,5257529,11317435,7410793,6262600,9069851,7779320,7268984,7755339,8669651,6369086,7303026,7276544,5859470,9162763,9421379,6779228,6695629,8296380,8292112,10244551,6734898,5775948,7672972,7775276,5264844,7783007,5843611,7769164,5791753,8288476,6290946,6241209,5770756,6744715,4251718,6773278,6271691
alexis,male,right,21719467,27982865,28791126,28117610,25721756,19792603,15663928,13132340,21515883,18697144,22722922,15355635,13762805,29447963,222260577,21733270,19293609,25254813,18283654,11416135,12596036,21750993,20993970,24059611,16331899,12864127,19710448,30900900,22412731,12663209,36043871,20808432,17168870,8592241,15623956,17489994,13120188,17710951,20303274,13736526,16264770,15483508,17230269,11228060,38481771,147693325,19197329,26887641,39347340,48927612,19293504,13250595,18166920,172430749,17669570,29011760,29283003,28589461,25728747,17814048,17671444,10102746,23543606,17672993,23335117,16266638,12230610,28590862,222137280,22728669,18789974,24750761,17983896,11208974,12597720,21236076,22334879,25758891,15960012,10716643,20693616,30923884,21210896,15229295,34680272,19764110,16703972,12621089,13746998,17858037,12643806,17177097,21807066,12733491,14751191,16967944,17284187,9679910,38797237,148886334,18706852,26860665,39004754,49287102,18314787,13616615,18284518,9895554,20208848,19988213,18822820,15955115,10018971,7868852,3329747,14742884,9896422,14946351,6966869,4463035,21680389,215350103,14946093,11511034,17975873,11508766,4941004,6328066,15481338,15239233,16963965,7536974,4441088,13434893,23642178,15131026,6583339,27397915,13526075,10930835,2819104,5821972,9564967,4827117,9894262,13020439,4949898,8481177,9213494,9475818,3419691,32221552,141117641,11428636,19609425,32096100,42018958,12025360,6961168,11511473,11823913,7774016,8802912,9294789,9766640,9773631,7795076,9802592,6772999,8800722,7776570,8388766,9299769,7767574,6910473,6787176,7782575,7278940,6774888,6475130,6267970,6269654,5754737,7095646,8794925,8423038,6275554,7258722,7281705,6079870,8645955,7282357,6238035,5773137,9801984,7925026,8293070,7816689,7282835,8786627,7783593,6270013,7754450,7808368,6260218,6575684,7768693,7278216,7251239,6908654,7268144,6289426,6655447,6773045
alexis,male,right,18067279,23343638,23364934,13003978,17098077,16135255,20710430,7680866,16660121,14149594,9088711,14947703,12738291,24642445,70715718,10604833,18285143,23335261,16664112,13641030,9701108,17979173,20205370,18805940,14844462,13529446,21383882,14264355,22204630,8303630,27377843,20018877,13935113,6474466,15853535,15626295,11213290,15368143,35657178,24673430,33941490,25858497,20404259,12223396,34991304,31786317,19776857,47197134,47069745,64652024,11719146,20708944,15737945,85757483,17167924,24354717,22718040,9494643,21489324,17902442,18795934,4519414,20743004,11612318,9174676,14872722,12623897,24235702,71210114,12646791,15258992,25145997,16372669,12165149,10130629,17974140,20741794,20776412,13168360,13234024,22020646,13609298,18720837,12698950,26804755,18182710,14445717,9090762,14243265,16163813,8681795,17690957,33637915,27371633,33437241,24850040,21009870,10608807,36972664,32326652,20992239,46554213,44995854,62115658,11714269,23238249,15460474,9376574,15552288,14562504,4848442,12451877,7097808,9905795,17586662,10931434,4338023,1814416,7587443,5453012,17471560,63951576,3346294,8984647,17060916,8579031,5847392,3383351,11231895,13463125,11527271,5595321,5956407,14106264,6349974,14945306,4528099,19206992,12421114,8173517,202267,6965040,8348070,3397547,10083895,28050116,19085631,25655488,18076743,13630962,4844488,29226985,24040638,11490842,37695737,38211269,57867439,7470926,16465602,8965297,8690705,7791350,8802429,8155535,4646200,9037447,10804634,1209272,5728686,9811570,7274295,7360260,7285279,7170884,6764141,7258538,9300496,6274344,8085081,7793638,6317756,6747278,6742244,7278668,9249141,7573039,7277617,7914381,7259324,3775531,8170850,7597762,5761596,6272199,8888495,7278225,7815743,5284248,7607062,5587799,8286001,7781753,6773297,7378908,5764319,7745679,8286014,9501396,8858475,6784584,4248219,4243342,6772647,6495177
alexis,male,right,21024057,24033947,28323718,111876022,19208515,16254915,13260777,8062252,17251410,13058653,8882383,11214600,9192832,18782165,80317166,19294793,16770267,24241701,14930889,12125291,12130272,21828308,15839738,19013903,16870690,8181505,31317565,30911579,20708934,12798363,30509121,21348855,17174590,10709516,17172771,18191644,14106245,17507341,19293732,13236391,17647022,31147416,23234623,41622849,43319731,30409888,58946836,25184258,33471851,20303682,12568173,12488230,12618573,87405637,17682047,23634864,29285824,113048676,18758554,15487019,13534113,6467919,20011301,9575556,12104032,9212203,10205791,17788348,81323299,19295346,16264126,24343763,13864604,11592067,13128070,19293745,17983671,20405907,15457656,8081309,31321165,30400534,20208378,14451686,30408687,20299086,17182387,13225670,15826850,20305431,12670203,16158919,21319621,14741882,14749932,34012361,21320463,43568126,39768912,32477653,57867885,25253006,31924605,20807671,9405949,15654422,14143318,10613580,16965480,21654334,104244533,10404372,7900733,5674490,202629,10986120,4033472,3340300,2450867,2431497,11007870,73536688,11508183,8983104,16960679,7547805,5808493,6346697,15046936,11592929,12623161,9087943,1811792,25048048,24638462,14946862,7536846,23594281,14534449,11409954,4937083,8884184,11248978,5049792,9886930,13021742,4938512,7843652,24241136,13463398,33765784,33517388,24158365,50627548,17943922,26162767,14541844,6302345,9384627,6348777,10410477,7068467,6669384,7631490,8804143,8354181,7586286,7859622,6265289,9025180,5542083,8763732,6761335,7774294,6780477,7786610,7787163,7281022,7383084,6316798,5783574,6781372,4246809,6390742,7782746,6369712,6269517,6273117,5762072,5261516,6914839,6814405,5764636,5772432,8288586,6942666,9056452,7620411,6271989,8297878,9803369,6906280,9771224,7857065,9802342,6251523,8319287,7240336,7309083,5761838,6265827,3103603,6269795,7794540
alexis,male,right,18720852,19702438,13302835,13365414,19703231,18789324,16271504,8375155,19488723,42215401,20121379,13348670,17150979,20323445,86068050,14843424,17584475,26561449,14419515,11946820,109002594,22222806,89833482,19336039,8214613,11205086,19206119,15372398,33321357,59400971,31921465,19300499,15957202,6975753,17880410,17067777,11214717,17171972,26974796,17877329,21720794,28885598,14148801,42842119,20702839,18278888,23739107,23132253,49216052,15129841,12124928,13638923,14917788,150985607,18191359,20187677,13437467,14231818,19195918,19325646,16145367,7089119,17783174,44643393,22337417,11106785,17646890,19515808,87079064,15465830,15759633,28389571,13129055,11118988,109508226,20873085,91150190,18998211,9969731,9795899,20743151,13832195,32837424,61490175,30340158,21011224,13739035,9101785,15131520,20827998,9089225,17678679,26566657,19799941,16669313,31411882,15660555,41308515,22298532,18216316,22225978,22660837,48152642,17177290,12121593,12223356,15455059,11418557,12929637,6044796,5972743,11444156,11037562,7983419,213207,12612811,37045037,12523023,3534276,9578470,12255025,78807267,6571626,8690271,19492087,5522031,4339796,102223401,14937981,83898378,12084227,1300629,2535984,11946204,6575451,26064612,52628160,23059450,12019791,6965769,202487,8981113,10917371,1304090,9386838,18682956,9993627,11914480,24130764,6867684,34049248,13443573,9423929,14946719,15852994,42408209,9385408,4333047,5850377,8544809,7302294,6772801,7258039,7392671,8259075,7751762,8288084,8161947,6875911,5170363,7598355,9814393,7572509,8068420,7260782,8271797,8894203,7069362,8897483,7607024,6779192,7284824,5935103,7251812,6913983,8669101,7259915,8796946,7256744,6772811,8862014,7280708,8991432,6773266,8899297,6150406,9910626,7785134,8291840,7883701,9806313,4754833,7281117,8792871,7259266,8854959,8792387,7279258,6807843,5744432,7791881,7788546,6372978,6910249
